type,date,latitude,longitude,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,source_month,year,month,time,has_location
Person search,2024-07-25 08:07:00+00:00,54.289872,-0.425574,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,8,True
Person search,2024-07-25 08:07:00+00:00,54.289872,-0.425574,Female,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,8,True
Person search,2024-07-25 08:07:00+00:00,54.289872,-0.425574,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-07,2024,7,8,True
Person and Vehicle search,2024-07-25 09:56:00+00:00,54.145878,-0.722875,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-07,2024,7,9,True
Person and Vehicle search,2024-07-25 09:56:00+00:00,54.145878,-0.722875,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-07,2024,7,9,True
Person search,2024-07-26 12:16:00+00:00,54.282317,-0.399707,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-07,2024,7,12,True
Person search,2024-07-26 12:36:00+00:00,54.005022,-1.07498,Female,over 34,Other ethnic group - Not stated,Not Specified,Not Specified,Controlled drugs,Not Specified,No,2024-07,2024,7,12,True
Person search,2024-07-26 12:58:00+00:00,53.966683,-1.082505,Female,25-34,Other ethnic group - Not stated,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,12,True
Person search,2024-07-27 14:22:00+00:00,54.290679,-0.410107,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,14,True
Person search,2024-07-27 14:22:00+00:00,54.290679,-0.410107,Male,18-24,White - Any other White background,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,14,True
Person search,2024-07-27 23:27:00+00:00,54.283161,-0.397566,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-07,2024,7,23,True
Person search,2024-07-27 23:40:00+00:00,54.283161,-0.397566,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-07,2024,7,23,True
Person and Vehicle search,2024-07-28 01:01:00+00:00,53.738784,-1.313175,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,1,True
Person search,2024-07-28 06:02:00+00:00,53.774684,-1.063647,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,6,True
Person and Vehicle search,2024-07-28 15:26:00+00:00,54.290679,-0.410107,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,15,True
Person and Vehicle search,2024-07-28 21:46:00+00:00,54.036418,-2.032715,Male,over 34,Asian/Asian British - Any other Asian background,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2024-07,2024,7,21,True
Person and Vehicle search,2024-07-28 21:46:00+00:00,54.036418,-2.032715,Male,25-34,Asian/Asian British - Any other Asian background,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2024-07,2024,7,21,True
Person and Vehicle search,2024-07-28 21:46:00+00:00,54.036418,-2.032715,Male,25-34,Asian/Asian British - Any other Asian background,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2024-07,2024,7,21,True
Person and Vehicle search,2024-07-28 21:46:00+00:00,54.036418,-2.032715,Male,25-34,Asian/Asian British - Any other Asian background,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2024-07,2024,7,21,True
Person and Vehicle search,2024-07-29 00:49:00+00:00,54.286059,-0.432038,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-07,2024,7,0,True
Person and Vehicle search,2024-07-29 03:49:00+00:00,53.962781,-1.078902,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,3,True
Person search,2024-07-30 00:37:00+00:00,53.977258,-1.06916,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,0,True
Person search,2024-07-30 03:13:00+00:00,,,Male,25-34,Not Specified,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-07,2024,7,3,False
Person search,2024-07-30 03:56:00+00:00,53.964026,-1.104513,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-07,2024,7,3,True
Person search,2024-07-30 18:40:00+00:00,54.28001,-0.40399,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-07,2024,7,18,True
Person search,2024-07-31 13:42:00+00:00,54.002973,-1.521724,Male,10-17,Other ethnic group - Not stated,White,Not Specified,Offensive weapons,A no further action disposal,Yes,2024-07,2024,7,13,True
Person and Vehicle search,2024-08-01 15:19:00+00:00,54.287798,-0.433078,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-08,2024,8,15,True
Person and Vehicle search,2024-08-01 19:45:00+00:00,53.995948,-1.518098,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Offensive weapons,Not Specified,No,2024-08,2024,8,19,True
Person search,2024-08-02 16:33:00+00:00,53.94649,-1.072405,Male,Not Specified,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-08,2024,8,16,True
Person and Vehicle search,2024-08-02 16:50:00+00:00,53.957159,-1.078249,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,16,True
Person and Vehicle search,2024-08-03 04:21:00+00:00,53.994556,-1.522106,Male,25-34,Not Specified,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,4,True
Person and Vehicle search,2024-08-04 13:20:00+00:00,53.965236,-1.083726,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-08,2024,8,13,True
Person and Vehicle search,2024-08-04 15:25:00+00:00,53.970376,-1.531366,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,15,True
Person search,2024-08-04 22:53:00+00:00,53.953442,-1.054467,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-08,2024,8,22,True
Person search,2024-08-05 00:06:00+00:00,53.922228,-1.077481,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,Yes,2024-08,2024,8,0,True
Person search,2024-08-06 08:35:00+00:00,53.733662,-0.997176,Male,over 34,White - Any other White background,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,8,True
Person and Vehicle search,2024-08-06 22:55:00+00:00,54.004475,-1.491269,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-08,2024,8,22,True
Person search,2024-08-08 00:04:00+00:00,53.94599,-1.3562,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-08,2024,8,0,True
Person search,2024-08-08 16:51:00+00:00,54.231193,-1.350483,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-08,2024,8,16,True
Person and Vehicle search,2024-08-08 17:17:00+00:00,53.728738,-1.032277,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Not Specified,Arrest,Yes,2024-08,2024,8,17,True
Person and Vehicle search,2024-08-08 17:49:00+00:00,53.724205,-1.019802,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,17,True
Person and Vehicle search,2024-08-09 14:33:00+00:00,54.380146,-1.67824,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,14,True
Person search,2024-08-09 15:15:00+00:00,54.28177,-0.405857,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,15,True
Person search,2024-08-10 13:41:00+00:00,53.957159,-1.078249,Male,over 34,Other ethnic group - Not stated,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-08,2024,8,13,True
Person search,2024-08-10 13:49:00+00:00,53.993282,-1.539772,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2024-08,2024,8,13,True
Person search,2024-08-10 14:20:00+00:00,53.993282,-1.539772,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-08,2024,8,14,True
Person and Vehicle search,2024-08-10 19:42:00+00:00,53.752918,-1.023532,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,19,True
Person and Vehicle search,2024-08-10 19:42:00+00:00,53.752918,-1.023532,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2024-08,2024,8,19,True
Person and Vehicle search,2024-08-10 19:42:00+00:00,53.752918,-1.023532,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2024-08,2024,8,19,True
Person search,2024-08-11 03:20:00+00:00,53.959055,-1.087626,Male,25-34,Other ethnic group - Not stated,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,3,True
Person search,2024-08-12 13:37:00+00:00,54.282914,-0.394958,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,13,True
Person and Vehicle search,2024-08-12 14:25:00+00:00,54.064608,-1.365659,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,14,True
Person search,2024-08-12 14:41:00+00:00,54.282121,-0.400915,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,14,True
Person search,2024-08-13 00:42:00+00:00,53.996917,-1.502314,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-08,2024,8,0,True
Person search,2024-08-14 06:02:00+00:00,53.957319,-1.079175,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-08,2024,8,6,True
Person search,2024-08-14 18:46:00+00:00,53.998397,-1.528382,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,18,True
Person search,2024-08-15 18:16:00+00:00,54.286477,-0.397518,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,18,True
Person search,2024-08-16 16:54:00+00:00,54.285209,-0.421977,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-08,2024,8,16,True
Person and Vehicle search,2024-08-16 19:12:00+00:00,54.277526,-0.43094,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,19,True
Person search,2024-08-17 14:49:00+00:00,53.895522,-1.989175,Male,18-24,Not Specified,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,Yes,2024-08,2024,8,14,True
Person search,2024-08-17 14:49:00+00:00,53.895522,-1.989175,Male,18-24,Not Specified,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,14,True
Person search,2024-08-17 15:11:00+00:00,53.895522,-1.989175,Male,18-24,Not Specified,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,15,True
Person search,2024-08-18 06:18:00+00:00,53.783826,-1.062609,Male,over 34,Other ethnic group - Not stated,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,6,True
Person search,2024-08-20 01:20:00+00:00,53.960122,-1.084517,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-08,2024,8,1,True
Person search,2024-08-20 04:26:00+00:00,53.992904,-1.541973,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-08,2024,8,4,True
Person and Vehicle search,2024-08-20 07:15:00+00:00,53.953159,-1.086536,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,7,True
Person search,2024-08-20 07:26:00+00:00,53.953159,-1.086536,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,7,True
Person search,2024-08-20 07:31:00+00:00,53.992095,-1.066618,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-08,2024,8,7,True
Person search,2024-08-21 12:51:00+00:00,53.740567,-1.040237,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,12,True
Person search,2024-08-21 12:51:00+00:00,53.740567,-1.040237,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,12,True
Person search,2024-08-21 12:51:00+00:00,53.740567,-1.040237,Male,over 34,White - Any other White background,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,12,True
Person search,2024-08-21 14:10:00+00:00,53.720588,-1.252476,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,14,True
Person search,2024-08-21 14:32:00+00:00,53.746237,-1.035423,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Not Specified,Community resolution,Yes,2024-08,2024,8,14,True
Person search,2024-08-21 14:48:00+00:00,53.732486,-0.996249,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Not Specified,Not Specified,No,2024-08,2024,8,14,True
Person search,2024-08-21 15:02:00+00:00,54.007827,-1.545013,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-08,2024,8,15,True
Person search,2024-08-21 20:14:00+00:00,53.960783,-1.06858,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-08,2024,8,20,True
Person and Vehicle search,2024-08-21 20:27:00+00:00,53.960783,-1.06858,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2024-08,2024,8,20,True
