type,date,latitude,longitude,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,source_month,year,month,time,has_location
Person search,2024-12-05 13:57:00+00:00,53.96043,-1.091223,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,13,True
Person search,2024-12-06 10:26:00+00:00,54.288555,-0.399762,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-12,2024,12,10,True
Person search,2024-12-06 22:41:00+00:00,54.23984,-0.409016,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-12,2024,12,22,True
Person search,2024-12-07 03:21:00+00:00,53.963874,-1.058632,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,3,True
Person search,2024-12-09 01:30:00+00:00,54.284302,-0.408386,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-12,2024,12,1,True
Person and Vehicle search,2024-12-09 04:27:00+00:00,54.290679,-0.410107,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,4,True
Person search,2024-12-09 15:23:00+00:00,53.954305,-1.128189,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-12,2024,12,15,True
Person and Vehicle search,2024-12-09 15:44:00+00:00,53.978908,-1.132432,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,15,True
Person and Vehicle search,2024-12-09 22:37:00+00:00,53.785608,-1.083834,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-12,2024,12,22,True
Person and Vehicle search,2024-12-09 22:37:00+00:00,53.785608,-1.083834,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-12,2024,12,22,True
Person search,2024-12-10 02:23:00+00:00,54.002972,-1.442329,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,2,True
Person search,2024-12-10 15:18:00+00:00,53.782607,-1.307892,Female,10-17,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,15,True
Person search,2024-12-10 15:36:00+00:00,53.97793,-1.136388,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,15,True
Person search,2024-12-10 15:56:00+00:00,53.97793,-1.136388,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,15,True
Person search,2024-12-10 22:16:00+00:00,53.961091,-1.127027,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-12,2024,12,22,True
Person search,2024-12-12 07:01:00+00:00,53.961752,-2.015891,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-12,2024,12,7,True
Person search,2024-12-12 12:30:00+00:00,53.95879,-1.081139,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,12,True
Person search,2024-12-13 16:00:00+00:00,53.952955,-1.088079,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,16,True
Person search,2024-12-13 16:00:00+00:00,53.952955,-1.088079,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,16,True
Person search,2024-12-13 17:07:00+00:00,53.952733,-1.088374,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,17,True
Person search,2024-12-16 06:17:00+00:00,54.280781,-0.399751,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-12,2024,12,6,True
Person search,2024-12-18 05:56:00+00:00,53.971403,-1.095757,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-12,2024,12,5,True
Person search,2024-12-18 23:45:00+00:00,53.969049,-1.097088,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-12,2024,12,23,True
Person search,2024-12-19 08:03:00+00:00,53.995474,-1.539275,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Not Specified,No,2024-12,2024,12,8,True
Person search,2024-12-19 08:03:00+00:00,53.995474,-1.539275,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Not Specified,No,2024-12,2024,12,8,True
Person search,2024-12-19 20:02:00+00:00,53.947726,-1.10503,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,20,True
Person search,2024-12-19 20:02:00+00:00,53.947726,-1.10503,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,20,True
Person search,2024-12-19 20:58:00+00:00,53.959782,-1.083212,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,20,True
Person search,2024-12-20 06:58:00+00:00,53.972665,-1.068012,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,6,True
Person search,2024-12-20 22:59:00+00:00,54.282121,-0.400915,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,22,True
Person search,2024-12-20 23:06:00+00:00,54.282121,-0.400915,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,23,True
Person search,2024-12-21 01:35:00+00:00,54.339782,-1.435137,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,1,True
Person search,2024-12-21 01:41:00+00:00,54.340894,-1.436568,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-12,2024,12,1,True
Person search,2024-12-21 04:00:00+00:00,54.345084,-1.438864,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-12,2024,12,4,True
Person search,2024-12-21 04:07:00+00:00,54.340268,-1.427471,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Controlled drugs,Not Specified,No,2024-12,2024,12,4,True
Person and Vehicle search,2024-12-22 05:29:00+00:00,54.28366,-0.394524,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,5,True
Person search,2024-12-22 05:29:00+00:00,54.279816,-0.398805,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,5,True
Person search,2024-12-22 13:18:00+00:00,54.277667,-0.409609,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-12,2024,12,13,True
Person and Vehicle search,2024-12-23 16:28:00+00:00,54.348432,-1.43205,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-12,2024,12,16,True
Person and Vehicle search,2024-12-24 02:39:00+00:00,53.765162,-1.081806,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,2,True
Person search,2024-12-24 08:05:00+00:00,54.28144,-0.399265,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,8,True
Person and Vehicle search,2024-12-24 16:58:00+00:00,54.376628,-1.727173,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,16,True
Person and Vehicle search,2024-12-24 17:03:00+00:00,54.375402,-1.725752,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,17,True
Person search,2024-12-24 22:00:00+00:00,54.282662,-0.400615,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,22,True
Person search,2024-12-27 04:02:00+00:00,54.282793,-0.398951,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,4,True
Person search,2024-12-27 23:07:00+00:00,54.286477,-0.397518,Male,18-24,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,23,True
Person search,2024-12-27 23:18:00+00:00,54.286477,-0.397518,Male,10-17,Not Specified,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-12,2024,12,23,True
Person search,2024-12-28 01:25:00+00:00,53.995389,-1.517631,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-12,2024,12,1,True
Person search,2024-12-28 22:31:00+00:00,54.004822,-1.537174,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,Yes,2024-12,2024,12,22,True
Person search,2024-12-30 17:40:00+00:00,53.956609,-1.0734,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,17,True
Person search,2024-12-30 17:41:00+00:00,53.966683,-1.082505,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-12,2024,12,17,True
Person search,2024-12-31 10:31:00+00:00,53.991214,-1.507751,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-12,2024,12,10,True
Person search,2025-02-01 03:25:00+00:00,,,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,3,False
Person search,2025-02-01 03:34:00+00:00,53.945119,-1.082553,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,3,True
Person search,2025-02-01 16:25:00+00:00,53.958919,-1.080451,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-02,2025,2,16,True
Person search,2025-02-01 22:28:00+00:00,54.281822,-0.396292,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,22,True
Person search,2025-02-02 02:48:00+00:00,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,2,False
Person search,2025-02-02 13:18:00+00:00,53.964395,-1.078349,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,13,True
Person search,2025-02-02 13:18:00+00:00,53.964395,-1.078349,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,13,True
Person and Vehicle search,2025-02-02 16:11:00+00:00,54.393952,-1.67191,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-02,2025,2,16,True
Person and Vehicle search,2025-02-03 17:05:00+00:00,54.402222,-1.735047,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-02,2025,2,17,True
Person and Vehicle search,2025-02-03 17:05:00+00:00,54.402222,-1.735047,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-02,2025,2,17,True
Person and Vehicle search,2025-02-03 17:05:00+00:00,54.402222,-1.735047,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-02,2025,2,17,True
Person and Vehicle search,2025-02-03 17:05:00+00:00,54.402222,-1.735047,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-02,2025,2,17,True
Person search,2025-02-03 23:45:00+00:00,54.14015,-1.52362,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,23,True
Person search,2025-02-04 05:54:00+00:00,53.966849,-1.069057,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,5,True
Person and Vehicle search,2025-02-04 22:44:00+00:00,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,22,False
Person search,2025-02-05 00:02:00+00:00,53.977102,-1.092294,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-02,2025,2,0,True
Person and Vehicle search,2025-02-05 23:33:00+00:00,54.097071,-1.397046,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,23,True
Person and Vehicle search,2025-02-05 23:33:00+00:00,54.097071,-1.397046,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,23,True
Person and Vehicle search,2025-02-05 23:33:00+00:00,54.097071,-1.397046,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,23,True
Person search,2025-02-06 01:26:00+00:00,53.963922,-1.07999,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,1,True
Person and Vehicle search,2025-02-06 17:18:00+00:00,54.249797,-1.348825,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person and Vehicle search,2025-02-07 15:40:00+00:00,53.940784,-1.072964,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,15,True
Person search,2025-02-07 17:50:00+00:00,54.285975,-0.43112,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-07 17:50:00+00:00,54.285975,-0.43112,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-07 17:50:00+00:00,54.285975,-0.43112,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-07 17:50:00+00:00,54.285975,-0.43112,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-07 17:50:00+00:00,54.285975,-0.43112,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-07 17:50:00+00:00,54.285975,-0.43112,Male,10-17,Not Specified,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-08 08:02:00+00:00,53.94191,-1.129392,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,8,True
Person search,2025-02-08 16:20:00+00:00,54.282662,-0.400615,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-02,2025,2,16,True
Person search,2025-02-09 06:35:00+00:00,53.968952,-1.084285,Male,25-34,Not Specified,Asian,Police and Criminal Evidence Act 1984 (section 1),Not Specified,A no further action disposal,Yes,2025-02,2025,2,6,True
Person search,2025-02-09 15:00:00+00:00,53.959109,-1.077109,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,15,True
Person search,2025-02-09 17:51:00+00:00,53.958398,-1.092228,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Community resolution,Yes,2025-02,2025,2,17,True
Person search,2025-02-09 17:51:00+00:00,53.958398,-1.092228,Male,10-17,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Firearms,Community resolution,Yes,2025-02,2025,2,17,True
Person search,2025-02-09 18:09:00+00:00,54.287798,-0.433078,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,18,True
Person and Vehicle search,2025-02-10 03:01:00+00:00,54.219777,-1.353392,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,3,True
Person search,2025-02-10 04:39:00+00:00,53.950028,-1.0767,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,4,True
Person and Vehicle search,2025-02-11 02:28:00+00:00,54.198679,-0.617375,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2025-02,2025,2,2,True
Person search,2025-02-11 15:16:00+00:00,53.951495,-1.076957,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-02,2025,2,15,True
Person search,2025-02-11 18:17:00+00:00,54.243506,-0.412612,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,18,True
Person search,2025-02-11 21:27:00+00:00,53.95439,-1.07524,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-02,2025,2,21,True
Person search,2025-02-11 22:51:00+00:00,54.341467,-1.212803,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Not Specified,No,2025-02,2025,2,22,True
Person search,2025-02-11 22:51:00+00:00,54.341467,-1.212803,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-02,2025,2,22,True
Person and Vehicle search,2025-02-12 10:39:00+00:00,53.983807,-1.067611,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,10,True
Person and Vehicle search,2025-02-12 10:39:00+00:00,53.983807,-1.067611,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,10,True
Person search,2025-02-13 14:30:00+00:00,53.951793,-1.08655,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,14,True
Person search,2025-02-13 15:22:00+00:00,54.284044,-0.400408,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,15,True
Person search,2025-02-13 16:01:00+00:00,54.3422,-1.432775,Male,25-34,Not Specified,Other,Police and Criminal Evidence Act 1984 (section 1),Not Specified,Not Specified,No,2025-02,2025,2,16,True
Person search,2025-02-14 14:46:00+00:00,54.138172,-0.785071,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-02,2025,2,14,True
Person search,2025-02-15 16:13:00+00:00,54.282662,-0.400615,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,16,True
Person search,2025-02-15 18:18:00+00:00,54.284587,-0.393259,Female,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2025-02,2025,2,18,True
Person search,2025-02-16 09:01:00+00:00,54.339725,-1.432554,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-02,2025,2,9,True
Person search,2025-02-16 09:01:00+00:00,54.339725,-1.432554,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-02,2025,2,9,True
Person search,2025-02-16 23:07:00+00:00,53.859686,-1.326076,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-02,2025,2,23,True
Person and Vehicle search,2025-02-17 22:15:00+00:00,54.272773,-0.415465,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,22,True
Person search,2025-02-18 08:01:00+00:00,53.958234,-1.145969,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,Yes,2025-02,2025,2,8,True
Person and Vehicle search,2025-02-19 18:06:00+00:00,53.970128,-1.13632,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,18,True
Person and Vehicle search,2025-02-20 00:43:00+00:00,53.952485,-1.131397,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-02,2025,2,0,True
Person and Vehicle search,2025-02-20 22:30:00+00:00,53.746571,-1.052097,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,22,True
Person search,2025-02-20 22:59:00+00:00,53.955489,-1.073882,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,22,True
Person and Vehicle search,2025-02-21 12:12:00+00:00,54.392291,-1.319374,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,12,True
Person and Vehicle search,2025-02-22 17:23:00+00:00,54.00019,-1.448942,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-02,2025,2,17,True
Person and Vehicle search,2025-02-22 22:49:00+00:00,53.765538,-1.262646,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,22,True
Person and Vehicle search,2025-02-23 09:46:00+00:00,54.250792,-0.478308,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-02,2025,2,9,True
Person and Vehicle search,2025-02-23 09:46:00+00:00,54.250792,-0.478308,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-02,2025,2,9,True
Person and Vehicle search,2025-02-23 17:15:00+00:00,54.275052,-0.43648,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person and Vehicle search,2025-02-23 17:15:00+00:00,54.275052,-0.43648,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,17,True
Person search,2025-02-24 13:35:00+00:00,54.277667,-0.409609,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-02,2025,2,13,True
Person search,2025-02-24 19:12:00+00:00,54.463974,-0.594515,Female,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,19,True
Person search,2025-02-25 13:18:00+00:00,54.290034,-0.406828,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,13,True
